Q2a,Q2b,Q87a,Q87b,Q87c,Q87d,Q87e,Q90a,Q90b,Q90c,Q90f
1,36,2,2,2,2,2,2,2,2,2
1,66,3,2,2,2,2,2,1,2,2
1,52,3,3,2,2,4,2,2,1,2
2,49,3,3,3,2,3,2,1,2,2
2,52,2,3,2,3,3,2,2,2,2
1,45,2,2,2,2,2,2,2,1,2
1,49,3,3,2,3,2,2,2,2,2
2,50,3,2,2,2,3,2,2,2,2
1,30,3,3,2,2,4,2,2,2,1
2,40,2,2,2,2,2,2,2,2,2
2,38,1,1,1,1,1,1,1,2,1
2,44,5,5,5,5,5,2,2,2,2
1,40,1,1,1,1,1,3,2,3,2
2,52,3,3,3,3,3,1,1,1,1
1,40,2,2,2,2,2,2,2,2,2
1,40,2,2,2,2,2,2,1,2,2
2,38,1,1,1,1,1,2,2,2,2
2,49,3,2,3,3,4,3,2,2,2
1,25,3,3,3,3,4,2,3,2,2
2,50,3,3,2,5,3,2,2,2,2
1,32,3,5,5,5,6,3,5,3,3
1,57,5,5,3,5,3,2,1,1,1
1,60,4,4,4,5,5,2,2,2,2
2,20,5,4,5,4,5,3,3,2,2
1,40,3,3,3,3,3,1,2,1,1
1,59,3,4,2,3,3,2,3,2,2
2,29,4,3,3,3,4,3,3,3,3
1,53,3,3,3,3,3,3,2,3,2
1,33,3,4,4,3,5,2,1,1,1
2,58,3,3,3,4,4,3,3,4,2
1,64,2,2,2,2,2,1,4,1,3
2,34,2,1,2,1,3,2,1,1,1
2,39,3,2,2,2,2,2,2,1,2
2,48,2,3,3,2,2,1,1,1,1
1,53,3,3,3,2,2,2,2,1,1
1,56,2,2,2,2,3,2,3,2,2
2,42,2,2,2,2,3,2,3,3,2
2,55,3,3,3,3,4,3,3,2,2
2,65,4,3,3,3,4,2,2,2,2
1,37,2,2,2,2,3,2,2,3,1
2,40,3,3,2,3,2,2,2,2,2
1,49,3,2,2,2,3,2,3,2,1
2,46,3,3,3,3,4,3,4,2,2
1,51,3,2,2,2,2,2,2,2,1
1,48,3,3,3,2,3,2,2,1,1
2,56,5,4,4,4,4,3,3,3,2
2,33,6,6,4,6,1,4,4,2,3
1,22,5,6,5,2,6,3,3,4,2
2,50,2,2,2,2,2,-999,3,2,5
-999,37,2,2,3,3,2,2,2,2,2
1,53,3,4,5,5,4,2,2,1,2
2,57,4,3,4,4,4,2,3,3,2
1,52,4,5,5,5,5,3,4,3,2
2,58,2,4,2,3,2,2,1,1,2
2,32,3,5,2,2,1,1,2,1,3
1,43,5,4,2,5,2,2,2,1,2
1,43,2,3,2,2,2,1,2,1,2
1,57,3,3,1,2,1,2,2,1,2
1,48,2,3,2,3,2,2,2,2,2
2,38,4,4,2,2,2,3,4,4,1
2,50,3,4,2,3,1,3,1,1,2
1,60,3,4,3,4,1,2,1,1,1
2,49,3,3,2,2,2,2,2,2,2
2,64,3,3,2,3,1,2,1,2,2
1,36,2,2,2,2,1,2,2,2,2
1,44,3,3,2,2,2,2,2,2,2
2,40,2,5,2,2,2,2,2,2,2
2,46,2,4,1,2,5,1,1,1,2
1,47,2,2,2,2,2,2,3,1,1
1,48,2,2,2,2,3,2,1,2,1
1,42,2,2,2,2,4,2,2,2,2
1,39,2,2,2,2,4,2,2,1,1
1,41,2,3,2,2,3,2,3,3,1
1,44,3,2,2,2,3,2,2,1,1
1,45,2,2,1,2,3,2,3,1,2
1,52,3,2,3,3,3,2,3,3,1
2,38,3,3,3,3,5,2,3,3,1
1,44,2,2,2,3,3,2,2,2,1
1,47,2,2,2,2,2,2,2,2,1
1,54,2,2,3,3,4,2,3,2,1
1,48,2,3,2,2,2,1,1,1,1
1,40,2,2,2,2,3,2,2,3,1
1,58,3,4,5,4,3,3,3,3,2
1,55,2,2,2,2,2,2,2,3,1
1,60,2,2,2,2,2,2,2,2,1
1,25,2,1,2,2,2,2,2,2,1
1,52,2,2,2,2,3,2,3,2,2
2,39,2,3,2,2,2,2,2,2,2
1,49,2,2,2,2,2,2,2,2,2
1,50,3,2,3,3,3,2,3,2,2
1,58,3,3,3,3,2,3,2,2,1
1,29,2,2,2,2,2,2,2,2,2
1,37,2,4,3,4,3,3,3,2,1
1,45,3,2,5,3,5,3,3,3,2
1,62,2,3,2,2,2,2,2,2,1
1,50,2,2,2,3,2,2,1,2,1
1,37,2,2,2,2,2,1,1,2,1
1,57,2,2,2,4,2,1,1,2,1
2,51,2,2,2,2,2,1,2,1,1
1,39,3,3,2,2,2,1,1,4,2
1,54,3,3,4,3,3,2,2,4,2
1,44,3,3,3,3,3,2,2,1,1
1,36,3,3,6,6,1,2,1,1,1
1,35,1,3,1,3,3,2,4,2,2
1,60,4,4,3,4,4,2,1,1,2
2,40,2,3,2,3,2,2,1,2,2
1,56,3,3,3,3,3,2,1,1,1
2,29,2,2,2,2,2,1,1,1,1
2,63,3,2,3,3,3,2,1,2,1
2,46,3,3,3,2,3,2,2,2,2
2,43,3,2,3,3,2,2,2,3,2
1,-999,3,3,3,3,2,2,2,3,2
2,45,5,4,3,4,5,2,2,3,2
2,59,1,2,1,3,3,2,2,1,1
1,42,3,3,1,3,1,1,2,1,1
1,53,1,2,1,2,1,1,1,1,1
1,81,3,5,3,3,2,2,3,2,2
1,35,2,2,2,2,1,1,2,2,1
1,38,2,2,2,3,1,2,2,1,1
1,29,3,4,2,1,2,1,5,1,1
1,42,1,3,1,2,1,2,1,2,1
1,54,1,1,2,1,1,1,1,1,1
2,80,2,1,2,2,2,2,2,2,2
2,40,1,3,2,4,1,1,2,1,1
1,52,4,2,2,2,1,4,4,1,1
1,51,2,4,2,2,1,2,5,3,1
2,46,2,2,1,2,1,1,1,1,1
1,49,2,2,2,3,1,3,2,2,2
1,51,3,2,2,2,3,2,1,2,2
1,48,3,3,3,3,4,3,3,1,2
2,54,3,3,4,4,2,3,3,3,2
2,58,3,2,4,4,3,3,2,3,-999
2,36,2,3,3,3,3,3,2,2,2
1,48,3,3,3,3,2,3,3,3,2
1,39,3,3,3,3,3,2,3,3,2
1,39,3,2,2,3,2,2,3,3,1
2,56,3,3,3,2,3,3,2,2,2
1,64,2,3,3,3,3,-999,3,3,2
2,26,3,3,3,3,2,3,3,3,2
1,39,3,2,3,3,3,3,3,1,2
2,51,3,3,2,3,2,2,2,2,2
2,42,5,4,4,4,5,4,3,3,4
2,40,4,3,1,3,3,5,4,4,5
1,33,4,5,5,6,5,3,3,3,4
2,47,3,2,2,3,3,2,3,2,3
2,47,2,3,2,3,2,2,2,2,3
2,61,4,4,5,4,5,3,3,4,4
2,43,3,3,3,2,3,4,4,4,3
1,59,5,5,4,5,4,2,2,2,2
2,59,6,4,5,5,5,3,4,3,4
2,50,4,3,4,2,2,2,3,4,4
1,62,3,3,3,3,2,2,3,2,3
2,77,4,4,5,5,4,3,3,4,4
1,55,4,4,4,3,4,4,3,4,4
1,38,2,2,2,2,2,2,2,2,1
2,42,3,3,3,3,3,2,2,1,2
2,41,2,2,2,2,2,2,2,2,1
1,50,2,2,2,2,2,2,2,2,1
2,40,3,3,3,3,3,2,2,2,1
1,43,3,3,3,3,3,1,1,2,1
1,53,3,3,3,3,3,1,1,1,1
1,45,2,2,2,2,2,2,2,2,1
1,37,3,3,3,3,3,2,3,2,1
1,46,2,3,3,3,2,2,3,2,1
1,46,3,3,3,3,3,3,2,3,1
1,34,3,3,3,3,3,2,2,2,1
2,38,2,2,2,2,2,2,2,2,2
1,42,2,2,2,2,2,3,3,3,2
2,54,5,5,5,5,1,4,1,1,2
2,33,6,3,2,6,6,2,2,2,1
2,56,2,5,2,2,1,3,1,2,1
2,51,5,2,5,5,5,4,4,2,2
2,43,2,2,1,2,1,2,2,1,2
2,50,5,5,5,5,2,3,3,2,1
1,46,1,5,5,2,1,2,1,2,1
2,40,2,2,2,2,1,1,2,2,1
1,48,4,3,2,1,1,3,4,3,1
1,52,2,2,2,2,1,2,2,2,1
2,45,2,2,2,2,1,2,1,2,1
2,38,5,5,5,2,5,5,5,5,5
2,38,2,2,5,2,1,2,5,2,1
1,32,3,3,3,3,3,2,2,2,2
2,62,1,3,4,4,1,2,1,2,1
2,52,2,3,2,3,3,2,2,2,1
1,58,2,2,1,2,1,2,1,1,1
1,62,3,3,4,3,3,2,2,2,1
1,45,1,1,1,1,1,1,1,1,1
2,42,2,2,2,2,2,2,1,4,1
1,48,2,2,2,1,3,2,2,2,1
2,53,2,2,2,2,2,2,1,2,1
1,41,1,5,2,3,4,2,2,3,2
1,55,5,5,5,5,1,3,2,1,2
1,44,2,2,2,2,2,1,2,2,1
2,42,2,2,2,2,3,2,2,2,2
1,44,2,1,2,2,2,2,3,2,2
1,46,1,1,1,1,2,1,1,4,1
2,32,5,3,3,3,3,2,3,3,2
2,61,3,2,2,2,3,2,2,2,2
1,62,2,2,2,2,2,1,1,1,2
1,50,2,2,5,3,2,3,2,3,2
1,61,3,4,4,4,4,3,2,2,2
1,38,3,2,2,2,2,2,3,3,2
1,44,5,2,5,5,5,3,3,3,2
1,39,3,3,3,3,3,2,2,3,2
1,45,2,2,3,3,2,2,1,2,2
1,54,2,2,2,2,2,2,3,3,2
1,46,5,5,4,5,5,3,3,3,3
1,54,6,5,5,5,5,2,3,3,2
1,45,2,1,2,2,2,2,2,2,2
2,36,3,2,3,3,2,1,1,1,2
2,50,5,5,5,5,1,3,2,3,2
1,38,3,3,3,3,3,2,2,2,2
2,35,3,3,3,3,3,3,3,2,3
1,39,3,4,4,4,4,3,2,3,1
2,40,3,4,3,4,1,4,3,3,2
1,60,5,6,5,5,5,4,3,3,1
2,60,3,3,4,4,2,3,1,3,1
1,53,3,3,3,4,2,3,1,3,1
2,35,4,4,4,4,2,3,2,2,2
1,59,4,4,3,4,2,2,2,2,1
1,23,2,3,2,2,1,2,3,3,2
2,54,4,4,4,5,3,4,4,3,3
1,42,2,2,2,2,1,1,1,1,1
2,33,4,4,5,4,2,4,2,3,2
2,32,3,4,3,3,2,3,3,4,2
2,33,3,3,4,3,3,3,3,3,2
1,26,2,2,2,2,2,2,2,3,2
2,52,4,4,4,4,3,4,3,3,2
1,36,2,3,3,4,4,3,1,3,1
1,33,3,4,3,5,3,1,1,3,1
2,37,4,3,4,4,3,3,3,3,2
1,50,5,6,4,6,1,3,2,3,2
1,35,4,3,4,4,2,4,4,3,2
1,39,3,3,3,4,3,3,1,1,2
1,34,3,1,3,3,3,3,4,3,2
1,43,3,4,2,3,2,2,2,2,1
2,37,3,4,4,4,1,4,4,3,2
2,63,5,3,5,4,3,3,2,2,2
1,48,2,3,2,3,3,2,2,2,2
1,37,1,5,1,4,1,2,1,1,1
1,31,1,1,1,1,1,2,1,2,2
2,38,1,1,1,1,1,1,1,1,1
2,25,1,1,1,1,1,1,1,1,3
1,53,1,1,1,1,1,3,1,1,1
1,49,1,1,1,1,1,1,1,1,1
2,51,1,3,1,1,1,1,1,1,1
2,50,2,2,2,2,3,2,2,3,2
1,40,2,2,2,2,2,3,3,3,2
2,49,3,3,3,3,2,2,2,2,2
2,38,2,3,2,3,1,2,2,2,2
1,55,4,2,2,3,4,2,2,1,2
1,49,5,4,4,6,4,3,2,2,2
2,48,5,5,4,5,2,3,2,1,1
2,50,3,3,2,5,2,2,1,2,2
1,30,2,3,2,3,2,2,3,1,2
2,51,5,5,3,5,5,3,2,3,2
1,50,3,2,2,2,4,2,2,2,2
2,54,5,4,4,5,3,3,3,3,2
2,47,2,4,1,2,1,2,1,1,2
2,35,1,2,1,1,1,1,1,1,1
2,57,5,6,1,6,2,2,3,2,1
2,52,2,2,2,2,2,2,1,1,1
1,44,2,2,2,2,2,2,3,1,1
2,45,2,4,2,5,1,1,1,1,1
2,55,6,6,6,5,5,5,2,1,1
1,51,5,5,2,5,5,1,1,1,1
2,53,2,2,2,3,3,2,2,2,2
2,34,2,2,2,2,2,2,2,3,2
2,55,2,2,2,2,2,2,2,2,2
1,50,2,3,2,2,3,2,2,2,2
1,32,2,2,2,2,2,2,2,2,2
1,33,2,3,3,3,3,2,2,2,2
1,35,3,3,3,3,3,2,2,2,2
2,59,2,5,2,4,-999,2,3,2,2
1,30,2,2,2,2,2,2,2,2,2
2,57,1,2,1,1,1,2,2,2,2
2,34,1,3,3,3,1,1,1,1,1
1,56,5,6,5,5,5,3,3,3,2
1,48,1,1,1,1,1,1,2,2,1
1,50,2,3,3,3,1,1,1,1,1
2,50,2,3,2,2,1,2,1,2,-999
1,42,3,4,3,3,2,3,3,3,-999
1,29,3,3,2,2,2,2,2,2,2
1,47,3,3,2,2,2,2,1,2,-999
2,49,2,3,2,3,1,2,2,2,-999
2,38,2,3,2,3,1,1,1,2,-999
1,45,4,3,3,3,2,2,3,3,-999
2,43,3,3,3,3,2,1,2,1,2
1,53,5,4,3,4,3,2,1,1,1
2,53,2,3,3,2,1,2,2,2,-999
2,34,3,5,5,4,2,3,2,2,-999
2,32,5,5,2,2,1,2,1,2,-999
2,22,2,2,2,2,2,1,1,2,-999
1,62,5,5,5,6,3,1,3,3,1
2,26,3,4,1,1,1,3,2,1,1
1,49,5,6,3,6,6,3,1,1,1
1,36,2,2,2,2,2,2,2,2,2
2,47,2,4,2,2,2,2,2,2,2
1,32,2,2,2,2,2,2,2,2,2
1,63,3,2,2,2,4,2,2,2,2
2,47,2,3,3,3,2,2,1,1,2
2,28,2,2,2,2,2,2,2,2,2
1,50,2,2,2,2,3,2,2,3,2
2,48,2,2,2,2,2,2,2,2,2
2,44,3,2,3,3,2,2,2,2,2
2,50,3,3,3,3,4,2,2,3,2
2,26,3,3,2,3,3,2,2,2,2
1,45,2,3,2,3,1,2,1,1,2
1,40,2,2,2,2,2,2,2,2,2
1,44,3,3,3,2,4,2,3,2,2
2,42,2,2,2,2,1,2,2,2,2
1,34,2,2,2,2,2,2,2,2,2
1,57,1,1,1,1,1,1,1,1,1
1,50,2,2,2,2,2,2,2,1,2
1,41,2,3,2,2,2,1,2,1,2
1,63,3,3,2,3,2,2,2,2,2
1,43,1,3,2,3,4,2,2,1,2
2,38,2,2,2,2,2,2,3,1,2
2,44,3,2,3,2,3,2,2,2,2
1,55,3,3,4,4,2,2,3,2,2
2,44,2,2,2,4,2,2,3,3,2
2,27,1,4,3,3,2,2,4,2,1
1,42,1,2,2,2,2,2,2,2,1
2,48,3,3,3,3,3,2,2,2,2
1,45,3,3,3,3,3,2,2,1,1
1,34,2,3,3,3,3,2,2,2,2
1,56,2,2,2,2,2,3,2,3,1
1,44,3,3,3,3,5,2,3,1,1
1,60,1,1,2,2,2,3,2,2,1
2,62,1,3,1,1,1,2,2,1,3
1,53,5,5,5,6,2,-999,5,3,1
1,58,2,3,2,5,2,2,2,2,1
1,34,2,2,3,3,3,3,3,3,2
2,41,2,3,2,3,3,2,4,2,3
1,39,3,2,2,3,3,3,4,3,1
2,41,3,1,2,3,1,1,2,1,1
1,20,2,2,2,3,2,1,4,2,1
1,20,1,2,1,1,1,1,1,1,1
2,43,2,3,2,3,2,3,4,1,2
2,43,2,2,2,2,2,2,3,2,2
2,56,2,2,3,2,2,2,2,1,2
2,48,2,2,2,3,2,1,2,1,2
2,56,1,2,2,2,2,2,2,1,1
2,39,3,3,2,2,3,3,4,2,-999
2,47,3,2,3,2,3,2,3,1,1
1,30,2,3,3,3,3,3,2,3,2
1,29,2,3,2,2,3,2,3,3,2
2,32,3,3,3,3,3,2,2,2,2
2,28,2,2,2,2,3,2,2,3,2
1,48,2,2,2,2,2,2,2,2,2
2,27,2,3,2,4,2,3,2,2,2
1,35,3,3,3,3,3,2,2,2,2
1,26,2,2,2,2,2,2,2,2,2
2,45,3,2,2,2,2,2,2,2,2
1,50,2,2,2,2,2,2,2,2,2
1,33,3,3,2,2,3,2,2,2,2
2,42,2,2,2,2,2,2,2,2,2
1,40,2,2,2,2,3,2,2,2,2
2,55,3,3,3,3,2,2,2,3,2
2,45,5,3,3,5,4,2,2,2,2
2,58,4,3,3,3,3,2,2,2,2
2,31,2,2,1,1,2,1,1,1,1
2,60,2,2,2,2,2,2,1,1,1
2,52,3,2,2,3,3,2,1,1,2
1,28,2,2,2,2,2,1,1,1,2
1,42,3,2,2,3,3,2,2,1,2
2,32,2,2,2,2,2,2,2,2,2
1,59,4,3,3,3,5,2,2,2,1
2,59,2,4,3,4,3,2,2,2,1
1,36,2,2,2,2,2,1,1,1,1
2,36,4,4,3,3,3,2,3,3,2
1,58,3,4,4,4,4,2,2,2,1
2,60,2,2,2,2,2,1,1,1,2
2,49,2,2,2,4,3,2,1,2,1
2,51,4,5,2,4,5,2,5,3,2
2,24,2,3,1,2,2,2,5,2,1
1,39,3,3,2,2,5,2,3,2,1
1,42,3,2,2,1,5,2,3,2,2
2,39,3,5,2,4,2,3,3,2,3
1,27,4,2,1,2,2,2,5,3,2
2,46,2,3,3,4,2,2,3,1,1
1,57,2,2,2,2,4,2,2,1,2
2,45,3,4,3,3,3,3,2,2,2
1,29,3,2,2,2,2,2,1,1,2
1,34,2,2,2,2,2,2,4,3,2
2,42,2,5,2,5,1,2,3,1,2
2,25,2,5,2,4,2,2,2,2,2
1,28,2,2,1,2,1,1,2,1,2
2,49,2,3,3,3,2,1,1,2,2
2,30,2,3,3,5,3,2,1,2,2
2,51,1,1,1,1,3,1,2,1,1
1,46,2,3,2,2,3,2,3,1,1
2,43,2,4,2,4,4,2,4,1,1
2,54,3,2,2,2,5,1,2,1,1
2,48,2,2,2,2,4,2,2,1,1
1,56,2,3,2,2,4,2,3,1,1
1,46,2,2,1,2,2,1,2,1,1
1,54,3,3,2,2,4,2,-999,2,1
2,42,1,2,1,1,3,2,3,1,2
2,26,3,5,3,5,5,1,4,1,1
1,47,2,2,1,2,1,1,1,1,-999
2,34,1,1,1,2,2,1,1,3,-999
2,48,3,3,3,3,3,3,2,2,2
1,48,3,2,2,3,3,2,1,2,1
1,53,4,3,4,4,3,3,1,2,-999
1,35,3,2,2,2,3,2,4,3,-999
2,54,3,2,2,3,4,2,3,3,2
2,58,4,3,3,4,4,3,3,2,1
1,24,1,1,1,1,1,2,1,1,2
1,34,3,3,3,3,3,2,3,2,2
2,44,3,2,2,3,2,1,1,1,1
1,59,4,2,3,3,3,2,2,1,-999
1,25,2,2,2,1,2,2,2,2,2
1,63,2,2,2,2,1,1,2,2,2
1,47,2,2,1,2,2,1,1,1,1
1,58,2,2,2,2,1,2,1,2,2
2,43,1,1,2,2,2,1,1,1,1
2,59,3,2,2,2,3,2,2,3,2
2,45,3,3,2,3,3,2,2,2,2
1,61,3,2,2,2,2,2,2,2,2
2,55,3,2,3,2,3,3,2,2,1
2,42,2,3,3,3,4,2,3,2,2
2,47,3,3,2,2,3,2,2,3,2
2,28,2,2,2,2,2,2,3,4,2
1,59,2,2,2,2,1,2,1,2,1
1,68,2,2,-999,2,2,1,1,1,1
1,49,1,2,3,4,3,2,2,2,1
2,49,2,2,2,3,3,2,2,1,1
2,29,2,2,3,5,5,3,2,3,2
2,57,3,6,2,2,1,2,2,1,1
2,62,3,3,3,3,3,3,2,3,2
2,58,4,5,4,3,2,1,1,1,2
2,63,3,2,2,3,2,2,2,1,2
2,60,3,5,2,4,2,2,2,1,1
1,37,4,5,5,5,1,2,2,1,2
1,48,2,1,2,2,2,3,3,2,1
1,46,3,4,2,6,2,4,3,1,1
2,45,1,5,1,1,5,1,1,1,2
2,41,4,3,3,3,4,3,2,1,2
2,54,4,2,2,3,2,1,1,1,1
1,52,2,3,2,2,2,1,5,2,4
2,57,2,1,2,4,1,1,1,1,1
2,36,1,1,1,2,1,2,1,3,1
2,58,2,2,2,2,2,1,4,1,1
2,61,5,2,2,2,1,2,2,2,1
2,48,2,2,2,2,1,2,2,1,1
1,50,2,2,5,5,2,2,1,1,1
1,59,2,3,2,3,1,2,3,2,3
2,58,5,2,2,5,2,2,3,2,2
1,68,3,3,3,2,3,2,3,2,2
1,52,1,1,1,1,1,4,4,1,1
2,40,3,2,2,2,1,2,2,1,2
2,58,3,1,3,3,1,2,2,4,3
2,52,2,2,2,2,2,3,2,3,2
2,50,4,5,5,5,1,3,4,2,2
1,58,4,3,3,3,2,2,3,2,3
1,52,3,3,2,2,1,2,2,1,2
2,59,3,3,3,3,3,2,2,1,2
2,51,3,3,2,5,3,2,2,2,2
1,38,1,2,3,4,2,2,2,2,2
2,48,5,5,5,5,1,4,3,1,2
2,39,3,4,5,5,2,2,2,2,2
2,57,3,4,4,4,2,2,2,2,2
1,52,1,1,1,2,2,1,1,1,1
1,61,3,4,4,3,4,2,2,2,2
1,55,2,2,2,2,2,2,2,1,2
2,39,4,3,3,4,2,2,2,1,5
1,37,3,2,2,2,2,2,2,3,2
2,33,4,5,4,4,2,2,3,1,2
2,19,1,2,3,1,1,1,1,1,3
2,49,4,4,4,5,5,4,4,3,2
2,31,4,4,4,3,5,2,4,1,4
1,52,3,2,2,3,2,2,1,2,1
2,52,2,3,2,3,2,2,2,2,2
1,55,3,3,3,3,3,2,4,2,1
2,48,3,2,2,3,2,2,2,2,2
1,54,2,2,2,2,2,2,2,3,2
1,49,2,2,2,3,2,2,2,3,2
1,57,3,4,4,3,2,2,1,2,1
1,46,3,3,2,2,2,2,3,3,2
2,45,2,2,2,2,2,2,2,2,1
2,33,2,3,3,2,2,3,2,2,2
1,55,2,2,3,2,2,3,2,3,2
1,58,2,3,2,3,2,1,1,2,1
1,40,2,2,2,3,2,2,2,3,2
1,60,3,3,3,3,3,2,2,2,1
2,33,2,2,2,2,2,1,2,2,1
2,36,2,2,2,2,2,2,2,3,1
1,46,2,2,2,2,2,2,2,2,2
2,35,2,2,2,2,2,2,3,4,2
1,26,1,2,2,2,1,2,2,2,2
2,54,4,5,3,3,3,2,2,3,1
2,21,2,2,2,2,1,2,4,3,2
1,42,2,2,2,2,1,2,1,3,2
2,48,3,5,2,5,1,2,3,3,1
2,41,2,2,2,2,3,1,1,3,1
1,29,2,2,1,2,3,2,3,3,1
1,35,2,3,2,2,2,2,2,3,2
1,18,2,2,1,2,1,2,3,3,2
1,22,2,3,2,1,1,1,3,4,2
2,42,2,3,2,3,1,2,5,3,2
1,50,3,3,3,3,1,2,3,4,1
2,47,6,6,6,6,4,3,1,1,1
1,73,2,2,2,2,2,1,1,1,1
2,59,4,5,4,3,3,2,2,2,2
1,39,2,2,2,2,2,2,1,2,2
1,64,2,2,2,1,2,1,5,2,1
1,61,2,2,2,2,2,2,2,2,3
1,61,5,5,5,5,6,3,2,2,2
1,37,2,2,2,2,2,1,1,1,1
2,32,2,2,2,2,2,1,2,1,2
2,40,2,1,2,2,1,1,2,1,1
1,50,2,2,2,2,2,2,1,1,1
1,46,2,2,2,3,5,2,2,1,1
2,48,2,2,2,2,2,2,4,2,1
2,50,4,4,4,4,5,2,5,1,1
1,31,4,2,5,5,4,2,4,1,1
2,40,2,2,3,3,5,2,1,2,1
1,33,4,3,4,4,5,4,5,1,1
1,36,2,2,2,5,5,2,1,1,1
2,35,3,3,3,4,3,1,1,1,1
1,48,3,3,3,3,5,2,2,2,1
1,58,5,5,5,6,5,3,2,1,1
1,46,2,5,1,6,1,2,1,1,1
1,61,4,2,5,6,5,3,5,1,1
1,33,4,5,5,5,5,4,5,2,2
1,52,2,2,2,2,2,2,2,3,1
2,53,3,3,3,3,3,2,-999,2,1
2,49,4,5,4,4,2,2,-999,1,-999
1,49,3,3,2,3,3,2,2,1,1
2,57,4,4,2,3,4,2,-999,2,1
2,62,-999,-999,4,5,-999,3,3,3,-999
2,54,4,3,4,4,3,3,2,4,2
1,59,-999,4,3,4,2,2,2,1,1
2,49,3,2,2,2,1,2,1,1,1
2,49,3,2,2,2,2,1,1,1,2
1,37,2,3,2,1,1,2,3,1,2
2,28,3,3,2,3,2,1,2,1,1
1,55,3,5,5,4,3,4,3,4,2
1,26,3,3,2,3,3,2,2,2,2
2,60,1,2,1,3,2,2,2,3,2
1,59,2,2,2,3,2,2,2,2,2
2,72,3,3,3,3,3,2,1,3,1
1,30,3,2,2,3,2,2,2,4,2
1,36,2,2,2,2,2,3,2,3,2
1,47,4,5,2,3,4,2,4,3,2
1,52,2,2,3,2,2,3,3,3,3
2,50,2,2,2,2,1,2,2,2,2
2,57,5,3,2,4,2,3,2,4,1
2,53,2,2,3,3,3,2,2,2,2
2,22,1,2,1,2,2,1,1,1,1
2,55,3,2,2,3,3,2,3,2,1
2,62,3,4,3,3,3,4,3,3,2
1,49,2,2,1,2,1,2,2,2,2
2,42,2,2,2,2,2,1,1,2,1
1,58,2,3,2,1,2,2,3,5,2
1,34,2,4,2,2,2,2,2,2,2
2,35,4,4,4,4,2,4,4,2,2
1,35,2,2,2,2,2,1,1,1,1
1,46,2,2,1,1,1,2,2,2,2
1,54,2,2,2,2,2,2,2,2,2
2,39,3,3,6,6,4,4,3,4,2
1,24,2,2,2,2,2,1,1,2,1
1,47,2,2,1,2,2,2,1,2,2
2,44,4,4,4,4,4,2,3,2,2
1,47,2,2,2,2,2,2,2,2,2
1,37,2,2,2,2,2,2,2,2,1
1,37,3,3,3,3,3,3,3,3,1
2,40,2,2,2,2,2,2,2,2,2
2,38,2,2,2,2,2,1,1,1,1
2,40,3,3,3,3,3,3,3,3,1
1,41,5,5,5,5,5,4,3,1,2
2,45,3,3,3,3,3,2,2,2,1
1,48,3,3,3,3,3,3,3,2,1
1,35,2,2,2,2,2,3,3,3,1
1,44,2,2,2,2,2,2,2,3,1
1,38,2,2,2,2,2,2,2,2,1
1,47,2,2,2,2,2,2,2,2,2
1,30,2,2,2,2,2,2,2,2,1
2,26,2,2,2,2,2,2,2,3,2
1,26,2,3,3,1,2,4,2,4,2
1,43,3,3,3,3,3,2,2,2,2
2,47,3,3,2,2,2,2,2,2,2
2,44,4,4,3,4,3,4,3,2,2
2,55,3,4,3,3,4,3,3,2,2
2,51,5,5,5,6,5,3,4,2,2
2,48,3,4,3,3,4,3,3,2,2
1,44,4,4,4,4,4,3,3,1,2
2,56,3,3,2,3,3,2,3,2,2
1,45,4,4,3,3,4,2,3,2,1
1,55,3,3,3,3,3,2,2,2,2
2,47,3,4,3,4,4,3,4,2,2
1,48,3,3,2,2,3,3,4,2,2
2,52,3,3,3,3,4,3,3,2,1
2,42,2,3,2,2,2,2,2,2,2
2,48,3,3,3,3,2,3,4,3,3
2,51,2,3,2,2,3,2,2,2,2
1,44,4,3,3,4,3,2,3,2,2
2,49,2,3,2,2,2,2,2,2,1
2,47,1,6,5,6,1,1,1,1,1
2,28,2,4,2,3,2,2,1,2,1
1,35,1,1,1,2,1,1,1,1,1
1,55,3,3,3,2,2,2,2,2,2
2,42,1,1,1,3,2,2,2,2,2
2,23,5,6,6,6,6,4,2,2,2
2,23,3,6,6,6,1,2,5,2,1
1,45,3,3,2,3,4,1,1,1,1
1,48,3,3,2,2,2,2,3,2,2
2,57,3,3,2,3,2,1,1,1,1
1,53,5,6,3,5,1,1,1,3,1
1,23,2,6,3,5,3,4,4,1,1
2,49,3,3,3,4,2,2,2,1,1
2,25,2,2,1,2,2,2,3,2,1
2,49,2,3,2,2,1,2,1,2,1
2,37,3,3,3,3,3,3,3,1,1
2,63,3,3,3,2,2,3,4,2,1
1,32,2,2,2,2,2,1,1,1,1
1,21,2,2,2,3,2,2,1,2,1
1,28,2,2,2,2,1,2,2,1,1
1,56,3,3,2,3,2,2,2,2,2
2,45,3,3,3,4,3,2,3,2,1
1,55,1,2,2,3,1,2,2,2,2
2,35,4,4,2,3,2,1,1,2,1
1,63,4,3,3,4,3,3,3,1,1
1,30,1,1,2,2,1,1,1,1,1
1,45,2,2,2,2,2,2,3,2,1
1,40,2,2,2,2,2,2,2,2,1
1,85,2,2,2,2,2,2,2,2,2
2,59,3,2,4,3,4,2,2,3,2
2,34,1,2,1,2,2,2,3,2,2
1,29,2,2,2,3,2,3,2,2,2
1,51,3,2,2,3,4,1,4,2,1
